"congress","year","bioname","nominate_dim1","party"
29,1845,"KAUFMAN, David Spangler",-0.53,"Democrat"
29,1845,"PILSBURY, Timothy",-0.349,"Democrat"
30,1847,"KAUFMAN, David Spangler",-0.53,"Democrat"
30,1847,"PILSBURY, Timothy",-0.349,"Democrat"
31,1849,"HOWARD, Volney Erskine",-0.455,"Democrat"
31,1849,"KAUFMAN, David Spangler",-0.53,"Democrat"
32,1851,"HOWARD, Volney Erskine",-0.455,"Democrat"
32,1851,"SCURRY, Richardson",-0.601,"Democrat"
33,1853,"BELL, Peter Hansbrough",-0.268,"Democrat"
33,1853,"SMYTH, George Washington",-0.533,"Democrat"
34,1855,"BELL, Peter Hansbrough",-0.268,"Democrat"
34,1855,"EVANS, Lemuel Dale",-0.059,"Republican"
35,1857,"BRYAN, Guy Morrison",-0.396,"Democrat"
35,1857,"REAGAN, John Henninger",-0.5,"Democrat"
36,1859,"HAMILTON, Andrew Jackson",-0.226,"Republican"
36,1859,"REAGAN, John Henninger",-0.5,"Democrat"
41,1869,"CLARK, William Thomas",0.362,"Republican"
41,1869,"CONNER, John Coggswell",-0.37,"Democrat"
41,1869,"DEGENER, Edward",0.281,"Republican"
41,1869,"WHITMORE, George Washington",0.321,"Republican"
42,1871,"CLARK, William Thomas",0.362,"Republican"
42,1871,"CONNER, John Coggswell",-0.37,"Democrat"
42,1871,"GIDDINGS, De Witt Clinton",-0.418,"Democrat"
42,1871,"HANCOCK, John",-0.254,"Democrat"
42,1871,"HERNDON, William Smith",-0.405,"Democrat"
43,1873,"GIDDINGS, De Witt Clinton",-0.418,"Democrat"
43,1873,"HANCOCK, John",-0.254,"Democrat"
43,1873,"HERNDON, William Smith",-0.405,"Democrat"
43,1873,"McLEAN, William Pinkney",-0.639,"Democrat"
43,1873,"MILLS, Roger Quarles",-0.471,"Democrat"
43,1873,"WILLIE, Asa Hoxie",-0.456,"Democrat"
44,1875,"CULBERSON, David Browning",-0.428,"Democrat"
44,1875,"HANCOCK, John",-0.254,"Democrat"
44,1875,"MILLS, Roger Quarles",-0.471,"Democrat"
44,1875,"REAGAN, John Henninger",-0.5,"Democrat"
44,1875,"SCHLEICHER, Gustave",-0.23,"Democrat"
44,1875,"THROCKMORTON, James Webb",-0.345,"Democrat"
45,1877,"CULBERSON, David Browning",-0.428,"Democrat"
45,1877,"GIDDINGS, De Witt Clinton",-0.418,"Democrat"
45,1877,"MILLS, Roger Quarles",-0.471,"Democrat"
45,1877,"REAGAN, John Henninger",-0.5,"Democrat"
45,1877,"SCHLEICHER, Gustave",-0.23,"Democrat"
45,1877,"THROCKMORTON, James Webb",-0.345,"Democrat"
46,1879,"CULBERSON, David Browning",-0.428,"Democrat"
46,1879,"JONES, George Washington",0.007,"Republican"
46,1879,"MILLS, Roger Quarles",-0.471,"Democrat"
46,1879,"REAGAN, John Henninger",-0.5,"Democrat"
46,1879,"UPSON, Christopher Columbus",-0.327,"Democrat"
46,1879,"WELLBORN, Olin",-0.537,"Democrat"
47,1881,"CULBERSON, David Browning",-0.428,"Democrat"
47,1881,"JONES, George Washington",0.007,"Republican"
47,1881,"MILLS, Roger Quarles",-0.471,"Democrat"
47,1881,"REAGAN, John Henninger",-0.5,"Democrat"
47,1881,"UPSON, Christopher Columbus",-0.327,"Democrat"
47,1881,"WELLBORN, Olin",-0.537,"Democrat"
48,1883,"CULBERSON, David Browning",-0.428,"Democrat"
48,1883,"HANCOCK, John",-0.254,"Democrat"
48,1883,"JONES, James Henry",-0.584,"Democrat"
48,1883,"LANHAM, Samuel Willis Tucker",-0.507,"Democrat"
48,1883,"MILLER, James Francis",-0.575,"Democrat"
48,1883,"MILLS, Roger Quarles",-0.471,"Democrat"
48,1883,"OCHILTREE, Thomas Peck",-0.04,"Republican"
48,1883,"REAGAN, John Henninger",-0.5,"Democrat"
48,1883,"STEWART, Charles",-0.469,"Democrat"
48,1883,"THROCKMORTON, James Webb",-0.345,"Democrat"
48,1883,"WELLBORN, Olin",-0.537,"Democrat"
49,1885,"CRAIN, William Henry",-0.35,"Democrat"
49,1885,"CULBERSON, David Browning",-0.428,"Democrat"
49,1885,"JONES, James Henry",-0.584,"Democrat"
49,1885,"LANHAM, Samuel Willis Tucker",-0.507,"Democrat"
49,1885,"MILLER, James Francis",-0.575,"Democrat"
49,1885,"MILLS, Roger Quarles",-0.471,"Democrat"
49,1885,"REAGAN, John Henninger",-0.5,"Democrat"
49,1885,"SAYERS, Joseph Draper",-0.502,"Democrat"
49,1885,"STEWART, Charles",-0.469,"Democrat"
49,1885,"THROCKMORTON, James Webb",-0.345,"Democrat"
49,1885,"WELLBORN, Olin",-0.537,"Democrat"
50,1887,"ABBOTT, Jo (Joseph)",-0.591,"Democrat"
50,1887,"CRAIN, William Henry",-0.35,"Democrat"
50,1887,"CULBERSON, David Browning",-0.428,"Democrat"
50,1887,"HARE, Silas",-0.546,"Democrat"
50,1887,"KILGORE, Constantine Buckley",-0.697,"Democrat"
50,1887,"LANHAM, Samuel Willis Tucker",-0.507,"Democrat"
50,1887,"MARTIN, William Harrison",-0.649,"Democrat"
50,1887,"MILLS, Roger Quarles",-0.471,"Democrat"
50,1887,"MOORE, Littleton Wilde",-0.534,"Democrat"
50,1887,"REAGAN, John Henninger",-0.5,"Democrat"
50,1887,"SAYERS, Joseph Draper",-0.502,"Democrat"
50,1887,"STEWART, Charles",-0.469,"Democrat"
51,1889,"ABBOTT, Jo (Joseph)",-0.591,"Democrat"
51,1889,"CRAIN, William Henry",-0.35,"Democrat"
51,1889,"CULBERSON, David Browning",-0.428,"Democrat"
51,1889,"HARE, Silas",-0.546,"Democrat"
51,1889,"KILGORE, Constantine Buckley",-0.697,"Democrat"
51,1889,"LANHAM, Samuel Willis Tucker",-0.507,"Democrat"
51,1889,"MARTIN, William Harrison",-0.649,"Democrat"
51,1889,"MILLS, Roger Quarles",-0.471,"Democrat"
51,1889,"MOORE, Littleton Wilde",-0.534,"Democrat"
51,1889,"SAYERS, Joseph Draper",-0.502,"Democrat"
51,1889,"STEWART, Charles",-0.469,"Democrat"
52,1891,"ABBOTT, Jo (Joseph)",-0.591,"Democrat"
52,1891,"ANTONY, Edwin Le Roy",-0.741,"Democrat"
52,1891,"BAILEY, Joseph Weldon",-0.63,"Democrat"
52,1891,"CRAIN, William Henry",-0.35,"Democrat"
52,1891,"CULBERSON, David Browning",-0.428,"Democrat"
52,1891,"KILGORE, Constantine Buckley",-0.697,"Democrat"
52,1891,"LANHAM, Samuel Willis Tucker",-0.507,"Democrat"
52,1891,"LONG, John Benjamin",-0.478,"Democrat"
52,1891,"MILLS, Roger Quarles",-0.471,"Democrat"
52,1891,"MOORE, Littleton Wilde",-0.534,"Democrat"
52,1891,"SAYERS, Joseph Draper",-0.502,"Democrat"
52,1891,"STEWART, Charles",-0.469,"Democrat"
53,1893,"ABBOTT, Jo (Joseph)",-0.591,"Democrat"
53,1893,"BAILEY, Joseph Weldon",-0.63,"Democrat"
53,1893,"BELL, Charles Keith",-0.604,"Democrat"
53,1893,"COCKRELL, Jeremiah Vardaman",-0.406,"Democrat"
53,1893,"COOPER, Samuel Bronson",-0.333,"Democrat"
53,1893,"CRAIN, William Henry",-0.35,"Democrat"
53,1893,"CULBERSON, David Browning",-0.428,"Democrat"
53,1893,"GRESHAM, Walter",-0.421,"Democrat"
53,1893,"HUTCHESON, Joseph Chappell",-0.553,"Democrat"
53,1893,"KILGORE, Constantine Buckley",-0.697,"Democrat"
53,1893,"PASCHAL, Thomas Moore",-0.417,"Democrat"
53,1893,"PENDLETON, George Cassety",-0.399,"Democrat"
53,1893,"SAYERS, Joseph Draper",-0.502,"Democrat"
54,1895,"ABBOTT, Jo (Joseph)",-0.591,"Democrat"
54,1895,"BAILEY, Joseph Weldon",-0.63,"Democrat"
54,1895,"BELL, Charles Keith",-0.604,"Democrat"
54,1895,"COCKRELL, Jeremiah Vardaman",-0.406,"Democrat"
54,1895,"COOPER, Samuel Bronson",-0.333,"Democrat"
54,1895,"CRAIN, William Henry",-0.35,"Democrat"
54,1895,"CROWLEY, Miles",-0.24,"Democrat"
54,1895,"CULBERSON, David Browning",-0.428,"Democrat"
54,1895,"HUTCHESON, Joseph Chappell",-0.553,"Democrat"
54,1895,"KLEBERG, Rudolph",-0.497,"Democrat"
54,1895,"NOONAN, George Henry",0.143,"Republican"
54,1895,"PENDLETON, George Cassety",-0.399,"Democrat"
54,1895,"SAYERS, Joseph Draper",-0.502,"Democrat"
54,1895,"YOAKUM, Charles Henderson",-0.636,"Democrat"
55,1897,"BAILEY, Joseph Weldon",-0.63,"Democrat"
55,1897,"BALL, Thomas Henry",-0.496,"Democrat"
55,1897,"BURKE, Robert Emmet",-0.34,"Democrat"
55,1897,"COOPER, Samuel Bronson",-0.333,"Democrat"
55,1897,"CRANFORD, John Walter",-0.453,"Democrat"
55,1897,"DE GRAFFENREID, Reese Calhoun",-0.802,"Democrat"
55,1897,"HAWLEY, Robert Bradley",0.402,"Republican"
55,1897,"HENRY, Robert Lee",-0.464,"Democrat"
55,1897,"KLEBERG, Rudolph",-0.497,"Democrat"
55,1897,"LANHAM, Samuel Willis Tucker",-0.507,"Democrat"
55,1897,"SAYERS, Joseph Draper",-0.502,"Democrat"
55,1897,"SLAYDEN, James Luther",-0.398,"Democrat"
55,1897,"STEPHENS, John Hall",-0.466,"Democrat"
56,1899,"BAILEY, Joseph Weldon",-0.63,"Democrat"
56,1899,"BALL, Thomas Henry",-0.496,"Democrat"
56,1899,"BURKE, Robert Emmet",-0.34,"Democrat"
56,1899,"BURLESON, Albert Sidney",-0.474,"Democrat"
56,1899,"COOPER, Samuel Bronson",-0.333,"Democrat"
56,1899,"DE GRAFFENREID, Reese Calhoun",-0.802,"Democrat"
56,1899,"HAWLEY, Robert Bradley",0.402,"Republican"
56,1899,"HENRY, Robert Lee",-0.464,"Democrat"
56,1899,"KLEBERG, Rudolph",-0.497,"Democrat"
56,1899,"LANHAM, Samuel Willis Tucker",-0.507,"Democrat"
56,1899,"SHEPPARD, John Levi",-0.373,"Democrat"
56,1899,"SLAYDEN, James Luther",-0.398,"Democrat"
56,1899,"STEPHENS, John Hall",-0.466,"Democrat"
57,1901,"BALL, Thomas Henry",-0.496,"Democrat"
57,1901,"BURGESS, George Farmer",-0.496,"Democrat"
57,1901,"BURKE, Robert Emmet",-0.34,"Democrat"
57,1901,"BURLESON, Albert Sidney",-0.474,"Democrat"
57,1901,"COOPER, Samuel Bronson",-0.333,"Democrat"
57,1901,"DE GRAFFENREID, Reese Calhoun",-0.802,"Democrat"
57,1901,"HENRY, Robert Lee",-0.464,"Democrat"
57,1901,"KLEBERG, Rudolph",-0.497,"Democrat"
57,1901,"LANHAM, Samuel Willis Tucker",-0.507,"Democrat"
57,1901,"RANDELL, Choice Boswell",-0.492,"Democrat"
57,1901,"RUSSELL, Gordon James",-0.514,"Democrat"
57,1901,"SHEPPARD, John Levi",-0.373,"Democrat"
57,1901,"SHEPPARD, Morris",-0.355,"Democrat"
57,1901,"SLAYDEN, James Luther",-0.398,"Democrat"
57,1901,"STEPHENS, John Hall",-0.466,"Democrat"
57,1901,"WOOTEN, Dudley Goodall",-0.52,"Democrat"
58,1903,"BALL, Thomas Henry",-0.496,"Democrat"
58,1903,"BEALL, James Andrew (Jack)",-0.511,"Democrat"
58,1903,"BURGESS, George Farmer",-0.496,"Democrat"
58,1903,"BURLESON, Albert Sidney",-0.474,"Democrat"
58,1903,"COOPER, Samuel Bronson",-0.333,"Democrat"
58,1903,"FIELD, Scott",-0.289,"Democrat"
58,1903,"GARNER, John Nance",-0.471,"Democrat"
58,1903,"GILLESPIE, Oscar William",-0.411,"Democrat"
58,1903,"GREGG, Alexander White",-0.424,"Democrat"
58,1903,"HENRY, Robert Lee",-0.464,"Democrat"
58,1903,"PINCKNEY, John McPherson",-0.5,"Democrat"
58,1903,"RANDELL, Choice Boswell",-0.492,"Democrat"
58,1903,"RUSSELL, Gordon James",-0.514,"Democrat"
58,1903,"SHEPPARD, Morris",-0.355,"Democrat"
58,1903,"SLAYDEN, James Luther",-0.398,"Democrat"
58,1903,"SMITH, William Robert",-0.454,"Democrat"
58,1903,"STEPHENS, John Hall",-0.466,"Democrat"
59,1905,"BEALL, James Andrew (Jack)",-0.511,"Democrat"
59,1905,"BROOCKS, Moses Lycurgus",-0.416,"Democrat"
59,1905,"BURGESS, George Farmer",-0.496,"Democrat"
59,1905,"BURLESON, Albert Sidney",-0.474,"Democrat"
59,1905,"FIELD, Scott",-0.289,"Democrat"
59,1905,"GARNER, John Nance",-0.471,"Democrat"
59,1905,"GILLESPIE, Oscar William",-0.411,"Democrat"
59,1905,"GREGG, Alexander White",-0.424,"Democrat"
59,1905,"HENRY, Robert Lee",-0.464,"Democrat"
59,1905,"MOORE, John Matthew",-0.461,"Democrat"
59,1905,"PINCKNEY, John McPherson",-0.5,"Democrat"
59,1905,"RANDELL, Choice Boswell",-0.492,"Democrat"
59,1905,"RUSSELL, Gordon James",-0.514,"Democrat"
59,1905,"SHEPPARD, Morris",-0.355,"Democrat"
59,1905,"SLAYDEN, James Luther",-0.398,"Democrat"
59,1905,"SMITH, William Robert",-0.454,"Democrat"
59,1905,"STEPHENS, John Hall",-0.466,"Democrat"
60,1907,"BEALL, James Andrew (Jack)",-0.511,"Democrat"
60,1907,"BURGESS, George Farmer",-0.496,"Democrat"
60,1907,"BURLESON, Albert Sidney",-0.474,"Democrat"
60,1907,"COOPER, Samuel Bronson",-0.333,"Democrat"
60,1907,"GARNER, John Nance",-0.471,"Democrat"
60,1907,"GILLESPIE, Oscar William",-0.411,"Democrat"
60,1907,"GREGG, Alexander White",-0.424,"Democrat"
60,1907,"HARDY, Rufus",-0.514,"Democrat"
60,1907,"HENRY, Robert Lee",-0.464,"Democrat"
60,1907,"MOORE, John Matthew",-0.461,"Democrat"
60,1907,"RANDELL, Choice Boswell",-0.492,"Democrat"
60,1907,"RUSSELL, Gordon James",-0.514,"Democrat"
60,1907,"SHEPPARD, Morris",-0.355,"Democrat"
60,1907,"SLAYDEN, James Luther",-0.398,"Democrat"
60,1907,"SMITH, William Robert",-0.454,"Democrat"
60,1907,"STEPHENS, John Hall",-0.466,"Democrat"
61,1909,"BEALL, James Andrew (Jack)",-0.511,"Democrat"
61,1909,"BURGESS, George Farmer",-0.496,"Democrat"
61,1909,"BURLESON, Albert Sidney",-0.474,"Democrat"
61,1909,"DIES, Martin",-0.582,"Democrat"
61,1909,"GARNER, John Nance",-0.471,"Democrat"
61,1909,"GILLESPIE, Oscar William",-0.411,"Democrat"
61,1909,"GREGG, Alexander White",-0.424,"Democrat"
61,1909,"HARDY, Rufus",-0.514,"Democrat"
61,1909,"HENRY, Robert Lee",-0.464,"Democrat"
61,1909,"LIVELY, Robert Maclin",-0.55,"Democrat"
61,1909,"MOORE, John Matthew",-0.461,"Democrat"
61,1909,"RANDELL, Choice Boswell",-0.492,"Democrat"
61,1909,"RUSSELL, Gordon James",-0.514,"Democrat"
61,1909,"SHEPPARD, Morris",-0.355,"Democrat"
61,1909,"SLAYDEN, James Luther",-0.398,"Democrat"
61,1909,"SMITH, William Robert",-0.454,"Democrat"
61,1909,"STEPHENS, John Hall",-0.466,"Democrat"
62,1911,"BEALL, James Andrew (Jack)",-0.511,"Democrat"
62,1911,"BURGESS, George Farmer",-0.496,"Democrat"
62,1911,"BURLESON, Albert Sidney",-0.474,"Democrat"
62,1911,"CALLAWAY, Oscar",-0.257,"Democrat"
62,1911,"DIES, Martin",-0.582,"Democrat"
62,1911,"GARNER, John Nance",-0.471,"Democrat"
62,1911,"GREGG, Alexander White",-0.424,"Democrat"
62,1911,"HARDY, Rufus",-0.514,"Democrat"
62,1911,"HENRY, Robert Lee",-0.464,"Democrat"
62,1911,"MOORE, John Matthew",-0.461,"Democrat"
62,1911,"RANDELL, Choice Boswell",-0.492,"Democrat"
62,1911,"SHEPPARD, Morris",-0.355,"Democrat"
62,1911,"SLAYDEN, James Luther",-0.398,"Democrat"
62,1911,"SMITH, William Robert",-0.454,"Democrat"
62,1911,"STEPHENS, John Hall",-0.466,"Democrat"
62,1911,"YOUNG, James",-0.476,"Democrat"
63,1913,"BEALL, James Andrew (Jack)",-0.511,"Democrat"
63,1913,"BUCHANAN, James Paul",-0.481,"Democrat"
63,1913,"BURGESS, George Farmer",-0.496,"Democrat"
63,1913,"BURLESON, Albert Sidney",-0.474,"Democrat"
63,1913,"CALLAWAY, Oscar",-0.257,"Democrat"
63,1913,"DIES, Martin",-0.582,"Democrat"
63,1913,"EAGLE, Joe Henry",-0.481,"Democrat"
63,1913,"GARNER, John Nance",-0.471,"Democrat"
63,1913,"GARRETT, Daniel Edward",-0.368,"Democrat"
63,1913,"GREGG, Alexander White",-0.424,"Democrat"
63,1913,"HARDY, Rufus",-0.514,"Democrat"
63,1913,"HENRY, Robert Lee",-0.464,"Democrat"
63,1913,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
63,1913,"SLAYDEN, James Luther",-0.398,"Democrat"
63,1913,"SMITH, William Robert",-0.454,"Democrat"
63,1913,"STEPHENS, John Hall",-0.466,"Democrat"
63,1913,"SUMNERS, Hatton William",-0.184,"Democrat"
63,1913,"VAUGHAN, Horace Worth",-0.452,"Democrat"
63,1913,"YOUNG, James",-0.476,"Democrat"
64,1915,"BLACK, Eugene",-0.345,"Democrat"
64,1915,"BUCHANAN, James Paul",-0.481,"Democrat"
64,1915,"BURGESS, George Farmer",-0.496,"Democrat"
64,1915,"CALLAWAY, Oscar",-0.257,"Democrat"
64,1915,"DAVIS, James Harvey (Cyclone)",-0.204,"Democrat"
64,1915,"DIES, Martin",-0.582,"Democrat"
64,1915,"EAGLE, Joe Henry",-0.481,"Democrat"
64,1915,"GARNER, John Nance",-0.471,"Democrat"
64,1915,"GREGG, Alexander White",-0.424,"Democrat"
64,1915,"HARDY, Rufus",-0.514,"Democrat"
64,1915,"HENRY, Robert Lee",-0.464,"Democrat"
64,1915,"McLEMORE, Atkins Jefferson",-0.391,"Democrat"
64,1915,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
64,1915,"SLAYDEN, James Luther",-0.398,"Democrat"
64,1915,"SMITH, William Robert",-0.454,"Democrat"
64,1915,"STEPHENS, John Hall",-0.466,"Democrat"
64,1915,"SUMNERS, Hatton William",-0.184,"Democrat"
64,1915,"YOUNG, James",-0.476,"Democrat"
65,1917,"BLACK, Eugene",-0.345,"Democrat"
65,1917,"BLANTON, Thomas Lindsay",-0.096,"Democrat"
65,1917,"BUCHANAN, James Paul",-0.481,"Democrat"
65,1917,"CONNALLY, Thomas Terry (Tom)",-0.195,"Democrat"
65,1917,"DIES, Martin",-0.582,"Democrat"
65,1917,"EAGLE, Joe Henry",-0.481,"Democrat"
65,1917,"GARNER, John Nance",-0.471,"Democrat"
65,1917,"GARRETT, Daniel Edward",-0.368,"Democrat"
65,1917,"GREGG, Alexander White",-0.424,"Democrat"
65,1917,"HARDY, Rufus",-0.514,"Democrat"
65,1917,"JONES, John Marvin",-0.203,"Democrat"
65,1917,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
65,1917,"McLEMORE, Atkins Jefferson",-0.391,"Democrat"
65,1917,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
65,1917,"SLAYDEN, James Luther",-0.398,"Democrat"
65,1917,"SUMNERS, Hatton William",-0.184,"Democrat"
65,1917,"WILSON, James Clifton",-0.525,"Democrat"
65,1917,"YOUNG, James",-0.476,"Democrat"
66,1919,"BEE, Carlos",-0.298,"Democrat"
66,1919,"BLACK, Eugene",-0.345,"Democrat"
66,1919,"BLANTON, Thomas Lindsay",-0.096,"Democrat"
66,1919,"BOX, John Calvin",-0.396,"Democrat"
66,1919,"BRIGGS, Clay Stone",-0.255,"Democrat"
66,1919,"BUCHANAN, James Paul",-0.481,"Democrat"
66,1919,"CONNALLY, Thomas Terry (Tom)",-0.195,"Democrat"
66,1919,"EAGLE, Joe Henry",-0.481,"Democrat"
66,1919,"GARNER, John Nance",-0.471,"Democrat"
66,1919,"HARDY, Rufus",-0.514,"Democrat"
66,1919,"HUDSPETH, Claude Benton",-0.223,"Democrat"
66,1919,"JONES, John Marvin",-0.203,"Democrat"
66,1919,"LANHAM, Fritz Garland",-0.073,"Democrat"
66,1919,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
66,1919,"PARRISH, Lucian Walton",-0.163,"Democrat"
66,1919,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
66,1919,"SUMNERS, Hatton William",-0.184,"Democrat"
66,1919,"WILSON, James Clifton",-0.525,"Democrat"
66,1919,"YOUNG, James",-0.476,"Democrat"
67,1921,"BLACK, Eugene",-0.345,"Democrat"
67,1921,"BLANTON, Thomas Lindsay",-0.096,"Democrat"
67,1921,"BOX, John Calvin",-0.396,"Democrat"
67,1921,"BRIGGS, Clay Stone",-0.255,"Democrat"
67,1921,"BUCHANAN, James Paul",-0.481,"Democrat"
67,1921,"CONNALLY, Thomas Terry (Tom)",-0.195,"Democrat"
67,1921,"GARNER, John Nance",-0.471,"Democrat"
67,1921,"GARRETT, Daniel Edward",-0.368,"Democrat"
67,1921,"HARDY, Rufus",-0.514,"Democrat"
67,1921,"HUDSPETH, Claude Benton",-0.223,"Democrat"
67,1921,"JONES, John Marvin",-0.203,"Democrat"
67,1921,"LANHAM, Fritz Garland",-0.073,"Democrat"
67,1921,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
67,1921,"PARRISH, Lucian Walton",-0.163,"Democrat"
67,1921,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
67,1921,"SANDERS, Morgan Gurley",-0.237,"Democrat"
67,1921,"SUMNERS, Hatton William",-0.184,"Democrat"
67,1921,"WILLIAMS, Guinn",-0.44,"Democrat"
67,1921,"WURZBACH, Harry McLeary",0.223,"Republican"
68,1923,"BLACK, Eugene",-0.345,"Democrat"
68,1923,"BLANTON, Thomas Lindsay",-0.096,"Democrat"
68,1923,"BOX, John Calvin",-0.396,"Democrat"
68,1923,"BRIGGS, Clay Stone",-0.255,"Democrat"
68,1923,"BUCHANAN, James Paul",-0.481,"Democrat"
68,1923,"CONNALLY, Thomas Terry (Tom)",-0.195,"Democrat"
68,1923,"GARNER, John Nance",-0.471,"Democrat"
68,1923,"GARRETT, Daniel Edward",-0.368,"Democrat"
68,1923,"HUDSPETH, Claude Benton",-0.223,"Democrat"
68,1923,"JOHNSON, Luther Alexander",-0.187,"Democrat"
68,1923,"JONES, John Marvin",-0.203,"Democrat"
68,1923,"LANHAM, Fritz Garland",-0.073,"Democrat"
68,1923,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
68,1923,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
68,1923,"SANDERS, Morgan Gurley",-0.237,"Democrat"
68,1923,"SUMNERS, Hatton William",-0.184,"Democrat"
68,1923,"WILLIAMS, Guinn",-0.44,"Democrat"
68,1923,"WURZBACH, Harry McLeary",0.223,"Republican"
69,1925,"BLACK, Eugene",-0.345,"Democrat"
69,1925,"BLANTON, Thomas Lindsay",-0.096,"Democrat"
69,1925,"BOX, John Calvin",-0.396,"Democrat"
69,1925,"BRIGGS, Clay Stone",-0.255,"Democrat"
69,1925,"BUCHANAN, James Paul",-0.481,"Democrat"
69,1925,"CONNALLY, Thomas Terry (Tom)",-0.195,"Democrat"
69,1925,"GARNER, John Nance",-0.471,"Democrat"
69,1925,"GARRETT, Daniel Edward",-0.368,"Democrat"
69,1925,"HUDSPETH, Claude Benton",-0.223,"Democrat"
69,1925,"JOHNSON, Luther Alexander",-0.187,"Democrat"
69,1925,"JONES, John Marvin",-0.203,"Democrat"
69,1925,"LANHAM, Fritz Garland",-0.073,"Democrat"
69,1925,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
69,1925,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
69,1925,"SANDERS, Morgan Gurley",-0.237,"Democrat"
69,1925,"SUMNERS, Hatton William",-0.184,"Democrat"
69,1925,"WILLIAMS, Guinn",-0.44,"Democrat"
69,1925,"WURZBACH, Harry McLeary",0.223,"Republican"
70,1927,"BLACK, Eugene",-0.345,"Democrat"
70,1927,"BLANTON, Thomas Lindsay",-0.096,"Democrat"
70,1927,"BOX, John Calvin",-0.396,"Democrat"
70,1927,"BRIGGS, Clay Stone",-0.255,"Democrat"
70,1927,"BUCHANAN, James Paul",-0.481,"Democrat"
70,1927,"CONNALLY, Thomas Terry (Tom)",-0.195,"Democrat"
70,1927,"GARNER, John Nance",-0.471,"Democrat"
70,1927,"GARRETT, Daniel Edward",-0.368,"Democrat"
70,1927,"HUDSPETH, Claude Benton",-0.223,"Democrat"
70,1927,"JOHNSON, Luther Alexander",-0.187,"Democrat"
70,1927,"JONES, John Marvin",-0.203,"Democrat"
70,1927,"LANHAM, Fritz Garland",-0.073,"Democrat"
