"congress","year","bioname","nominate_dim1","party"
70,1927,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
70,1927,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
70,1927,"SANDERS, Morgan Gurley",-0.237,"Democrat"
70,1927,"SUMNERS, Hatton William",-0.184,"Democrat"
70,1927,"WILLIAMS, Guinn",-0.44,"Democrat"
70,1927,"WURZBACH, Harry McLeary",0.223,"Republican"
71,1929,"BLANTON, Thomas Lindsay",-0.096,"Democrat"
71,1929,"BOX, John Calvin",-0.396,"Democrat"
71,1929,"BRIGGS, Clay Stone",-0.255,"Democrat"
71,1929,"BUCHANAN, James Paul",-0.481,"Democrat"
71,1929,"CROSS, Oliver Harlan",-0.275,"Democrat"
71,1929,"GARNER, John Nance",-0.471,"Democrat"
71,1929,"GARRETT, Daniel Edward",-0.368,"Democrat"
71,1929,"HUDSPETH, Claude Benton",-0.223,"Democrat"
71,1929,"JOHNSON, Luther Alexander",-0.187,"Democrat"
71,1929,"JONES, John Marvin",-0.203,"Democrat"
71,1929,"LANHAM, Fritz Garland",-0.073,"Democrat"
71,1929,"LEE, Robert Quincy",NA,"Democrat"
71,1929,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
71,1929,"McCLOSKEY, Augustus",NA,"Democrat"
71,1929,"PATMAN, John William Wright",-0.396,"Democrat"
71,1929,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
71,1929,"SANDERS, Morgan Gurley",-0.237,"Democrat"
71,1929,"SUMNERS, Hatton William",-0.184,"Democrat"
71,1929,"WILLIAMS, Guinn",-0.44,"Democrat"
71,1929,"WURZBACH, Harry McLeary",0.223,"Republican"
72,1931,"BLANTON, Thomas Lindsay",-0.096,"Democrat"
72,1931,"BRIGGS, Clay Stone",-0.255,"Democrat"
72,1931,"BUCHANAN, James Paul",-0.481,"Democrat"
72,1931,"CROSS, Oliver Harlan",-0.275,"Democrat"
72,1931,"DIES, Martin, Jr.",0.003,"Democrat"
72,1931,"EAGLE, Joe Henry",-0.481,"Democrat"
72,1931,"GARNER, John Nance",-0.471,"Democrat"
72,1931,"GARRETT, Daniel Edward",-0.368,"Democrat"
72,1931,"JOHNSON, Luther Alexander",-0.187,"Democrat"
72,1931,"JONES, John Marvin",-0.203,"Democrat"
72,1931,"KLEBERG, Richard Mifflin, Sr.",0.027,"Democrat"
72,1931,"LANHAM, Fritz Garland",-0.073,"Democrat"
72,1931,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
72,1931,"PATMAN, John William Wright",-0.396,"Democrat"
72,1931,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
72,1931,"SANDERS, Morgan Gurley",-0.237,"Democrat"
72,1931,"SUMNERS, Hatton William",-0.184,"Democrat"
72,1931,"THOMASON, Robert Ewing",-0.212,"Democrat"
72,1931,"WILLIAMS, Guinn",-0.44,"Democrat"
72,1931,"WURZBACH, Harry McLeary",0.223,"Republican"
73,1933,"BAILEY, Joseph Weldon, Jr.",-0.084,"Democrat"
73,1933,"BLANTON, Thomas Lindsay",-0.096,"Democrat"
73,1933,"BRIGGS, Clay Stone",-0.255,"Democrat"
73,1933,"BUCHANAN, James Paul",-0.481,"Democrat"
73,1933,"CROSS, Oliver Harlan",-0.275,"Democrat"
73,1933,"DIES, Martin, Jr.",0.003,"Democrat"
73,1933,"EAGLE, Joe Henry",-0.481,"Democrat"
73,1933,"JOHNSON, Luther Alexander",-0.187,"Democrat"
73,1933,"JONES, John Marvin",-0.203,"Democrat"
73,1933,"KLEBERG, Richard Mifflin, Sr.",0.027,"Democrat"
73,1933,"LANHAM, Fritz Garland",-0.073,"Democrat"
73,1933,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
73,1933,"McFARLANE, William Doddridge",-0.089,"Democrat"
73,1933,"PATMAN, John William Wright",-0.396,"Democrat"
73,1933,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
73,1933,"SANDERS, Morgan Gurley",-0.237,"Democrat"
73,1933,"STRONG, Sterling Price",-0.048,"Democrat"
73,1933,"SUMNERS, Hatton William",-0.184,"Democrat"
73,1933,"TERRELL, George Butler",0.191,"Democrat"
73,1933,"THOMASON, Robert Ewing",-0.212,"Democrat"
73,1933,"THOMPSON, Clark Wallace",-0.306,"Democrat"
73,1933,"WEST, Milton Horace",0.037,"Democrat"
74,1935,"BLANTON, Thomas Lindsay",-0.096,"Democrat"
74,1935,"BUCHANAN, James Paul",-0.481,"Democrat"
74,1935,"CROSS, Oliver Harlan",-0.275,"Democrat"
74,1935,"DIES, Martin, Jr.",0.003,"Democrat"
74,1935,"EAGLE, Joe Henry",-0.481,"Democrat"
74,1935,"JOHNSON, Luther Alexander",-0.187,"Democrat"
74,1935,"JONES, John Marvin",-0.203,"Democrat"
74,1935,"KLEBERG, Richard Mifflin, Sr.",0.027,"Democrat"
74,1935,"LANHAM, Fritz Garland",-0.073,"Democrat"
74,1935,"MAHON, George Herman",-0.168,"Democrat"
74,1935,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
74,1935,"MAVERICK, Fontaine Maury",-0.466,"Democrat"
74,1935,"McFARLANE, William Doddridge",-0.089,"Democrat"
74,1935,"PATMAN, John William Wright",-0.396,"Democrat"
74,1935,"PATTON, Nat",-0.17,"Democrat"
74,1935,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
74,1935,"SANDERS, Morgan Gurley",-0.237,"Democrat"
74,1935,"SOUTH, Charles Lacy",-0.117,"Democrat"
74,1935,"SUMNERS, Hatton William",-0.184,"Democrat"
74,1935,"THOMASON, Robert Ewing",-0.212,"Democrat"
74,1935,"WEST, Milton Horace",0.037,"Democrat"
75,1937,"BUCHANAN, James Paul",-0.481,"Democrat"
75,1937,"DIES, Martin, Jr.",0.003,"Democrat"
75,1937,"GARRETT, Clyde Leonard",-0.085,"Democrat"
75,1937,"JOHNSON, Luther Alexander",-0.187,"Democrat"
75,1937,"JOHNSON, Lyndon Baines",-0.242,"Democrat"
75,1937,"JONES, John Marvin",-0.203,"Democrat"
75,1937,"KLEBERG, Richard Mifflin, Sr.",0.027,"Democrat"
75,1937,"LANHAM, Fritz Garland",-0.073,"Democrat"
75,1937,"MAHON, George Herman",-0.168,"Democrat"
75,1937,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
75,1937,"MAVERICK, Fontaine Maury",-0.466,"Democrat"
75,1937,"McFARLANE, William Doddridge",-0.089,"Democrat"
75,1937,"PATMAN, John William Wright",-0.396,"Democrat"
75,1937,"PATTON, Nat",-0.17,"Democrat"
75,1937,"POAGE, William Robert",-0.082,"Democrat"
75,1937,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
75,1937,"SANDERS, Morgan Gurley",-0.237,"Democrat"
75,1937,"SOUTH, Charles Lacy",-0.117,"Democrat"
75,1937,"SUMNERS, Hatton William",-0.184,"Democrat"
75,1937,"THOMAS, Albert",-0.219,"Democrat"
75,1937,"THOMASON, Robert Ewing",-0.212,"Democrat"
75,1937,"WEST, Milton Horace",0.037,"Democrat"
76,1939,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
76,1939,"DIES, Martin, Jr.",0.003,"Democrat"
76,1939,"GARRETT, Clyde Leonard",-0.085,"Democrat"
76,1939,"GOSSETT, Ed Lee",-0.002,"Democrat"
76,1939,"JOHNSON, Luther Alexander",-0.187,"Democrat"
76,1939,"JOHNSON, Lyndon Baines",-0.242,"Democrat"
76,1939,"JONES, John Marvin",-0.203,"Democrat"
76,1939,"KILDAY, Paul Joseph",-0.107,"Democrat"
76,1939,"KLEBERG, Richard Mifflin, Sr.",0.027,"Democrat"
76,1939,"LANHAM, Fritz Garland",-0.073,"Democrat"
76,1939,"MAHON, George Herman",-0.168,"Democrat"
76,1939,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
76,1939,"PATMAN, John William Wright",-0.396,"Democrat"
76,1939,"PATTON, Nat",-0.17,"Democrat"
76,1939,"POAGE, William Robert",-0.082,"Democrat"
76,1939,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
76,1939,"SOUTH, Charles Lacy",-0.117,"Democrat"
76,1939,"SUMNERS, Hatton William",-0.184,"Democrat"
76,1939,"THOMAS, Albert",-0.219,"Democrat"
76,1939,"THOMASON, Robert Ewing",-0.212,"Democrat"
76,1939,"WEST, Milton Horace",0.037,"Democrat"
77,1941,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
77,1941,"DIES, Martin, Jr.",0.003,"Democrat"
77,1941,"GOSSETT, Ed Lee",-0.002,"Democrat"
77,1941,"JOHNSON, Luther Alexander",-0.187,"Democrat"
77,1941,"JOHNSON, Lyndon Baines",-0.242,"Democrat"
77,1941,"KILDAY, Paul Joseph",-0.107,"Democrat"
77,1941,"KLEBERG, Richard Mifflin, Sr.",0.027,"Democrat"
77,1941,"LANHAM, Fritz Garland",-0.073,"Democrat"
77,1941,"MAHON, George Herman",-0.168,"Democrat"
77,1941,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
77,1941,"PATMAN, John William Wright",-0.396,"Democrat"
77,1941,"PATTON, Nat",-0.17,"Democrat"
77,1941,"POAGE, William Robert",-0.082,"Democrat"
77,1941,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
77,1941,"RUSSELL, Sam Morris",-0.046,"Democrat"
77,1941,"SOUTH, Charles Lacy",-0.117,"Democrat"
77,1941,"SUMNERS, Hatton William",-0.184,"Democrat"
77,1941,"THOMAS, Albert",-0.219,"Democrat"
77,1941,"THOMASON, Robert Ewing",-0.212,"Democrat"
77,1941,"WEST, Milton Horace",0.037,"Democrat"
77,1941,"WORLEY, Francis Eugene",-0.19,"Democrat"
78,1943,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
78,1943,"DIES, Martin, Jr.",0.003,"Democrat"
78,1943,"FISHER, Ovie Clark",0.038,"Democrat"
78,1943,"GOSSETT, Ed Lee",-0.002,"Democrat"
78,1943,"JOHNSON, Luther Alexander",-0.187,"Democrat"
78,1943,"JOHNSON, Lyndon Baines",-0.242,"Democrat"
78,1943,"KILDAY, Paul Joseph",-0.107,"Democrat"
78,1943,"KLEBERG, Richard Mifflin, Sr.",0.027,"Democrat"
78,1943,"LANHAM, Fritz Garland",-0.073,"Democrat"
78,1943,"MAHON, George Herman",-0.168,"Democrat"
78,1943,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
78,1943,"PATMAN, John William Wright",-0.396,"Democrat"
78,1943,"PATTON, Nat",-0.17,"Democrat"
78,1943,"POAGE, William Robert",-0.082,"Democrat"
78,1943,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
78,1943,"RUSSELL, Sam Morris",-0.046,"Democrat"
78,1943,"SUMNERS, Hatton William",-0.184,"Democrat"
78,1943,"THOMAS, Albert",-0.219,"Democrat"
78,1943,"THOMASON, Robert Ewing",-0.212,"Democrat"
78,1943,"WEST, Milton Horace",0.037,"Democrat"
78,1943,"WORLEY, Francis Eugene",-0.19,"Democrat"
79,1945,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
79,1945,"COMBS, Jesse Martin",-0.341,"Democrat"
79,1945,"FISHER, Ovie Clark",0.038,"Democrat"
79,1945,"GOSSETT, Ed Lee",-0.002,"Democrat"
79,1945,"JOHNSON, Luther Alexander",-0.187,"Democrat"
79,1945,"JOHNSON, Lyndon Baines",-0.242,"Democrat"
79,1945,"KILDAY, Paul Joseph",-0.107,"Democrat"
79,1945,"LANHAM, Fritz Garland",-0.073,"Democrat"
79,1945,"LYLE, John Emmett, Jr.",-0.198,"Democrat"
79,1945,"MAHON, George Herman",-0.168,"Democrat"
79,1945,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
79,1945,"PATMAN, John William Wright",-0.396,"Democrat"
79,1945,"PICKETT, Thomas Augustus",0.016,"Democrat"
79,1945,"POAGE, William Robert",-0.082,"Democrat"
79,1945,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
79,1945,"RUSSELL, Sam Morris",-0.046,"Democrat"
79,1945,"SUMNERS, Hatton William",-0.184,"Democrat"
79,1945,"THOMAS, Albert",-0.219,"Democrat"
79,1945,"THOMASON, Robert Ewing",-0.212,"Democrat"
79,1945,"WEST, Milton Horace",0.037,"Democrat"
79,1945,"WORLEY, Francis Eugene",-0.19,"Democrat"
80,1947,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
80,1947,"BURLESON, Omar Truman",0.002,"Democrat"
80,1947,"COMBS, Jesse Martin",-0.341,"Democrat"
80,1947,"FISHER, Ovie Clark",0.038,"Democrat"
80,1947,"GOSSETT, Ed Lee",-0.002,"Democrat"
80,1947,"JOHNSON, Lyndon Baines",-0.242,"Democrat"
80,1947,"KILDAY, Paul Joseph",-0.107,"Democrat"
80,1947,"LUCAS, Wingate Hezekiah",0.033,"Democrat"
80,1947,"LYLE, John Emmett, Jr.",-0.198,"Democrat"
80,1947,"MAHON, George Herman",-0.168,"Democrat"
80,1947,"MANSFIELD, Joseph Jefferson",-0.232,"Democrat"
80,1947,"PATMAN, John William Wright",-0.396,"Democrat"
80,1947,"PICKETT, Thomas Augustus",0.016,"Democrat"
80,1947,"POAGE, William Robert",-0.082,"Democrat"
80,1947,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
80,1947,"REGAN, Kenneth Mills",0.058,"Democrat"
80,1947,"TEAGUE, Olin Earl",-0.102,"Democrat"
80,1947,"THOMAS, Albert",-0.219,"Democrat"
80,1947,"THOMASON, Robert Ewing",-0.212,"Democrat"
80,1947,"THOMPSON, Clark Wallace",-0.306,"Democrat"
80,1947,"WEST, Milton Horace",0.037,"Democrat"
80,1947,"WILSON, Joseph Franklin",0.083,"Democrat"
80,1947,"WORLEY, Francis Eugene",-0.19,"Democrat"
81,1949,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
81,1949,"BENTSEN, Lloyd Millard, Jr.",-0.163,"Democrat"
81,1949,"BURLESON, Omar Truman",0.002,"Democrat"
81,1949,"COMBS, Jesse Martin",-0.341,"Democrat"
81,1949,"FISHER, Ovie Clark",0.038,"Democrat"
81,1949,"GOSSETT, Ed Lee",-0.002,"Democrat"
81,1949,"GUILL, Ben Hugh",0.239,"Republican"
81,1949,"KILDAY, Paul Joseph",-0.107,"Democrat"
81,1949,"LUCAS, Wingate Hezekiah",0.033,"Democrat"
81,1949,"LYLE, John Emmett, Jr.",-0.198,"Democrat"
81,1949,"MAHON, George Herman",-0.168,"Democrat"
81,1949,"PATMAN, John William Wright",-0.396,"Democrat"
81,1949,"PICKETT, Thomas Augustus",0.016,"Democrat"
81,1949,"POAGE, William Robert",-0.082,"Democrat"
81,1949,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
81,1949,"REGAN, Kenneth Mills",0.058,"Democrat"
81,1949,"TEAGUE, Olin Earl",-0.102,"Democrat"
81,1949,"THOMAS, Albert",-0.219,"Democrat"
81,1949,"THOMPSON, Clark Wallace",-0.306,"Democrat"
81,1949,"THORNBERRY, William Homer",-0.305,"Democrat"
81,1949,"WILSON, Joseph Franklin",0.083,"Democrat"
81,1949,"WORLEY, Francis Eugene",-0.19,"Democrat"
82,1951,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
82,1951,"BENTSEN, Lloyd Millard, Jr.",-0.163,"Democrat"
82,1951,"BURLESON, Omar Truman",0.002,"Democrat"
82,1951,"COMBS, Jesse Martin",-0.341,"Democrat"
82,1951,"FISHER, Ovie Clark",0.038,"Democrat"
82,1951,"GOSSETT, Ed Lee",-0.002,"Democrat"
82,1951,"IKARD, Frank Neville",-0.192,"Democrat"
82,1951,"KILDAY, Paul Joseph",-0.107,"Democrat"
82,1951,"LUCAS, Wingate Hezekiah",0.033,"Democrat"
82,1951,"LYLE, John Emmett, Jr.",-0.198,"Democrat"
82,1951,"MAHON, George Herman",-0.168,"Democrat"
82,1951,"PATMAN, John William Wright",-0.396,"Democrat"
82,1951,"PICKETT, Thomas Augustus",0.016,"Democrat"
82,1951,"POAGE, William Robert",-0.082,"Democrat"
82,1951,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
82,1951,"REGAN, Kenneth Mills",0.058,"Democrat"
82,1951,"ROGERS, Walter Edward",-0.056,"Democrat"
82,1951,"TEAGUE, Olin Earl",-0.102,"Democrat"
82,1951,"THOMAS, Albert",-0.219,"Democrat"
82,1951,"THOMPSON, Clark Wallace",-0.306,"Democrat"
82,1951,"THORNBERRY, William Homer",-0.305,"Democrat"
82,1951,"WILSON, Joseph Franklin",0.083,"Democrat"
83,1953,"BENTSEN, Lloyd Millard, Jr.",-0.163,"Democrat"
83,1953,"BROOKS, Jack Bascom",-0.407,"Democrat"
83,1953,"BURLESON, Omar Truman",0.002,"Democrat"
83,1953,"DIES, Martin, Jr.",0.003,"Democrat"
83,1953,"DOWDY, John Vernard",0.086,"Democrat"
83,1953,"FISHER, Ovie Clark",0.038,"Democrat"
83,1953,"GENTRY, Brady Preston",0.234,"Democrat"
83,1953,"IKARD, Frank Neville",-0.192,"Democrat"
83,1953,"KILDAY, Paul Joseph",-0.107,"Democrat"
83,1953,"LUCAS, Wingate Hezekiah",0.033,"Democrat"
83,1953,"LYLE, John Emmett, Jr.",-0.198,"Democrat"
83,1953,"MAHON, George Herman",-0.168,"Democrat"
83,1953,"PATMAN, John William Wright",-0.396,"Democrat"
83,1953,"POAGE, William Robert",-0.082,"Democrat"
83,1953,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
83,1953,"REGAN, Kenneth Mills",0.058,"Democrat"
83,1953,"ROGERS, Walter Edward",-0.056,"Democrat"
83,1953,"TEAGUE, Olin Earl",-0.102,"Democrat"
83,1953,"THOMAS, Albert",-0.219,"Democrat"
83,1953,"THOMPSON, Clark Wallace",-0.306,"Democrat"
83,1953,"THORNBERRY, William Homer",-0.305,"Democrat"
83,1953,"WILSON, Joseph Franklin",0.083,"Democrat"
84,1955,"ALGER, Bruce Reynolds",0.616,"Republican"
84,1955,"BELL, John Junior",-0.048,"Democrat"
84,1955,"BROOKS, Jack Bascom",-0.407,"Democrat"
84,1955,"BURLESON, Omar Truman",0.002,"Democrat"
84,1955,"DIES, Martin, Jr.",0.003,"Democrat"
84,1955,"DOWDY, John Vernard",0.086,"Democrat"
84,1955,"FISHER, Ovie Clark",0.038,"Democrat"
84,1955,"GENTRY, Brady Preston",0.234,"Democrat"
84,1955,"IKARD, Frank Neville",-0.192,"Democrat"
84,1955,"KILDAY, Paul Joseph",-0.107,"Democrat"
84,1955,"KILGORE, Joe Madison",-0.059,"Democrat"
84,1955,"MAHON, George Herman",-0.168,"Democrat"
84,1955,"PATMAN, John William Wright",-0.396,"Democrat"
84,1955,"POAGE, William Robert",-0.082,"Democrat"
84,1955,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
84,1955,"ROGERS, Walter Edward",-0.056,"Democrat"
84,1955,"RUTHERFORD, J. T.",-0.152,"Democrat"
84,1955,"TEAGUE, Olin Earl",-0.102,"Democrat"
84,1955,"THOMAS, Albert",-0.219,"Democrat"
84,1955,"THOMPSON, Clark Wallace",-0.306,"Democrat"
84,1955,"THORNBERRY, William Homer",-0.305,"Democrat"
84,1955,"WRIGHT, James Claude, Jr.",-0.383,"Democrat"
85,1957,"ALGER, Bruce Reynolds",0.616,"Republican"
85,1957,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
85,1957,"BROOKS, Jack Bascom",-0.407,"Democrat"
85,1957,"BURLESON, Omar Truman",0.002,"Democrat"
85,1957,"DIES, Martin, Jr.",0.003,"Democrat"
85,1957,"DOWDY, John Vernard",0.086,"Democrat"
85,1957,"FISHER, Ovie Clark",0.038,"Democrat"
85,1957,"IKARD, Frank Neville",-0.192,"Democrat"
85,1957,"KILDAY, Paul Joseph",-0.107,"Democrat"
85,1957,"KILGORE, Joe Madison",-0.059,"Democrat"
85,1957,"MAHON, George Herman",-0.168,"Democrat"
85,1957,"PATMAN, John William Wright",-0.396,"Democrat"
85,1957,"POAGE, William Robert",-0.082,"Democrat"
85,1957,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
85,1957,"ROGERS, Walter Edward",-0.056,"Democrat"
85,1957,"RUTHERFORD, J. T.",-0.152,"Democrat"
85,1957,"TEAGUE, Olin Earl",-0.102,"Democrat"
85,1957,"THOMAS, Albert",-0.219,"Democrat"
85,1957,"THOMPSON, Clark Wallace",-0.306,"Democrat"
85,1957,"THORNBERRY, William Homer",-0.305,"Democrat"
85,1957,"WRIGHT, James Claude, Jr.",-0.383,"Democrat"
85,1957,"YOUNG, John Andrew",-0.342,"Democrat"
86,1959,"ALGER, Bruce Reynolds",0.616,"Republican"
86,1959,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
86,1959,"BROOKS, Jack Bascom",-0.407,"Democrat"
86,1959,"BURLESON, Omar Truman",0.002,"Democrat"
86,1959,"CASEY, Robert Randolph",-0.098,"Democrat"
86,1959,"DOWDY, John Vernard",0.086,"Democrat"
86,1959,"FISHER, Ovie Clark",0.038,"Democrat"
86,1959,"IKARD, Frank Neville",-0.192,"Democrat"
86,1959,"KILDAY, Paul Joseph",-0.107,"Democrat"
86,1959,"KILGORE, Joe Madison",-0.059,"Democrat"
86,1959,"MAHON, George Herman",-0.168,"Democrat"
86,1959,"PATMAN, John William Wright",-0.396,"Democrat"
86,1959,"POAGE, William Robert",-0.082,"Democrat"
86,1959,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
86,1959,"ROGERS, Walter Edward",-0.056,"Democrat"
86,1959,"RUTHERFORD, J. T.",-0.152,"Democrat"
86,1959,"TEAGUE, Olin Earl",-0.102,"Democrat"
86,1959,"THOMAS, Albert",-0.219,"Democrat"
86,1959,"THOMPSON, Clark Wallace",-0.306,"Democrat"
86,1959,"THORNBERRY, William Homer",-0.305,"Democrat"
86,1959,"WRIGHT, James Claude, Jr.",-0.383,"Democrat"
86,1959,"YOUNG, John Andrew",-0.342,"Democrat"
87,1961,"ALGER, Bruce Reynolds",0.616,"Republican"
87,1961,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
87,1961,"BROOKS, Jack Bascom",-0.407,"Democrat"
87,1961,"BURLESON, Omar Truman",0.002,"Democrat"
87,1961,"CASEY, Robert Randolph",-0.098,"Democrat"
87,1961,"DOWDY, John Vernard",0.086,"Democrat"
87,1961,"FISHER, Ovie Clark",0.038,"Democrat"
87,1961,"IKARD, Frank Neville",-0.192,"Democrat"
87,1961,"KILDAY, Paul Joseph",-0.107,"Democrat"
87,1961,"KILGORE, Joe Madison",-0.059,"Democrat"
87,1961,"MAHON, George Herman",-0.168,"Democrat"
87,1961,"PATMAN, John William Wright",-0.396,"Democrat"
87,1961,"POAGE, William Robert",-0.082,"Democrat"
87,1961,"RAYBURN, Samuel Taliaferro",-0.395,"Democrat"
87,1961,"ROGERS, Walter Edward",-0.056,"Democrat"
87,1961,"RUTHERFORD, J. T.",-0.152,"Democrat"
87,1961,"TEAGUE, Olin Earl",-0.102,"Democrat"
87,1961,"THOMAS, Albert",-0.219,"Democrat"
87,1961,"THOMPSON, Clark Wallace",-0.306,"Democrat"
87,1961,"THORNBERRY, William Homer",-0.305,"Democrat"
87,1961,"WRIGHT, James Claude, Jr.",-0.383,"Democrat"
87,1961,"YOUNG, John Andrew",-0.342,"Democrat"
87,1961,"GONZÁLEZ, Henry B.",-0.538,"Democrat"
87,1961,"PURCELL, Graham Boynton, Jr.",-0.257,"Democrat"
87,1961,"ROBERTS, Herbert Ray",-0.131,"Democrat"
88,1963,"ALGER, Bruce Reynolds",0.616,"Republican"
88,1963,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
88,1963,"BROOKS, Jack Bascom",-0.407,"Democrat"
88,1963,"BURLESON, Omar Truman",0.002,"Democrat"
88,1963,"CASEY, Robert Randolph",-0.098,"Democrat"
88,1963,"DOWDY, John Vernard",0.086,"Democrat"
88,1963,"FISHER, Ovie Clark",0.038,"Democrat"
88,1963,"KILGORE, Joe Madison",-0.059,"Democrat"
88,1963,"MAHON, George Herman",-0.168,"Democrat"
88,1963,"PATMAN, John William Wright",-0.396,"Democrat"
88,1963,"POAGE, William Robert",-0.082,"Democrat"
88,1963,"ROGERS, Walter Edward",-0.056,"Democrat"
88,1963,"TEAGUE, Olin Earl",-0.102,"Democrat"
88,1963,"THOMAS, Albert",-0.219,"Democrat"
88,1963,"THOMPSON, Clark Wallace",-0.306,"Democrat"
88,1963,"THORNBERRY, William Homer",-0.305,"Democrat"
88,1963,"WRIGHT, James Claude, Jr.",-0.383,"Democrat"
88,1963,"YOUNG, John Andrew",-0.342,"Democrat"
88,1963,"GONZÁLEZ, Henry B.",-0.538,"Democrat"
88,1963,"PURCELL, Graham Boynton, Jr.",-0.257,"Democrat"
88,1963,"ROBERTS, Herbert Ray",-0.131,"Democrat"
88,1963,"FOREMAN, Edgar Franklin",0.407,"Republican"
88,1963,"PICKLE, James Jarrell (Jake)",-0.218,"Democrat"
88,1963,"POOL, Joe Richard",0.027,"Democrat"
89,1965,"BECKWORTH, Lindley Garrison, Sr.",-0.238,"Democrat"
