"congress","year","bioname","nominate_dim1","party"
104,1995,"BARTON, Joe Linus",0.528,"Republican"
104,1995,"COMBEST, Larry Ed",0.458,"Republican"
104,1995,"DeLAY, Thomas Dale",0.593,"Republican"
104,1995,"ARMEY, Richard Keith",0.635,"Republican"
104,1995,"CHAPMAN, Jim",-0.198,"Democrat"
104,1995,"SMITH, Lamar Seeligson",0.425,"Republican"
104,1995,"LAUGHLIN, Gregory H.",-0.097,"Democrat"
104,1995,"GEREN, Preston M. (Pete)",-0.032,"Democrat"
104,1995,"JOHNSON, Sam",0.61,"Republican"
104,1995,"EDWARDS, Thomas Chester (Chet)",-0.226,"Democrat"
104,1995,"STOCKMAN, Steve",0.899,"Republican"
104,1995,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
104,1995,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
104,1995,"JACKSON LEE, Sheila",-0.459,"Democrat"
104,1995,"BENTSEN, Kenneth E., Jr.",-0.292,"Democrat"
104,1995,"BONILLA, Henry",0.4,"Republican"
104,1995,"TEJEDA, Frank",-0.277,"Democrat"
104,1995,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
104,1995,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
104,1995,"LAUGHLIN, Gregory H.",0.462,"Republican"
105,1997,"GONZÁLEZ, Henry B.",-0.538,"Democrat"
105,1997,"ARCHER, William Reynolds, Jr.",0.496,"Republican"
105,1997,"PAUL, Ronald Ernest",0.863,"Republican"
105,1997,"FROST, Jonas Martin",-0.316,"Democrat"
105,1997,"STENHOLM, Charles Walter",0.019,"Democrat"
105,1997,"HALL, Ralph Moody",0.096,"Democrat"
105,1997,"ORTIZ, Solomon P.",-0.272,"Democrat"
105,1997,"BARTON, Joe Linus",0.528,"Republican"
105,1997,"COMBEST, Larry Ed",0.458,"Republican"
105,1997,"DeLAY, Thomas Dale",0.593,"Republican"
105,1997,"ARMEY, Richard Keith",0.635,"Republican"
105,1997,"SMITH, Lamar Seeligson",0.425,"Republican"
105,1997,"JOHNSON, Sam",0.61,"Republican"
105,1997,"EDWARDS, Thomas Chester (Chet)",-0.226,"Democrat"
105,1997,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
105,1997,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
105,1997,"JACKSON LEE, Sheila",-0.459,"Democrat"
105,1997,"BENTSEN, Kenneth E., Jr.",-0.292,"Democrat"
105,1997,"SANDLIN, Max A.",-0.25,"Democrat"
105,1997,"TURNER, Jim",-0.185,"Democrat"
105,1997,"SESSIONS, Pete",0.585,"Republican"
105,1997,"BRADY, Kevin Patrick",0.524,"Republican"
105,1997,"LAMPSON, Nicholas V.",-0.179,"Democrat"
105,1997,"GRANGER, Kay",0.397,"Republican"
105,1997,"HINOJOSA, Rubén",-0.34,"Democrat"
105,1997,"REYES, Silvestre",-0.321,"Democrat"
105,1997,"RODRIGUEZ, Ciro D.",-0.349,"Democrat"
105,1997,"BONILLA, Henry",0.4,"Republican"
105,1997,"TEJEDA, Frank",-0.277,"Democrat"
105,1997,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
105,1997,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
106,1999,"ARCHER, William Reynolds, Jr.",0.496,"Republican"
106,1999,"PAUL, Ronald Ernest",0.863,"Republican"
106,1999,"FROST, Jonas Martin",-0.316,"Democrat"
106,1999,"STENHOLM, Charles Walter",0.019,"Democrat"
106,1999,"HALL, Ralph Moody",0.096,"Democrat"
106,1999,"ORTIZ, Solomon P.",-0.272,"Democrat"
106,1999,"BARTON, Joe Linus",0.528,"Republican"
106,1999,"COMBEST, Larry Ed",0.458,"Republican"
106,1999,"DeLAY, Thomas Dale",0.593,"Republican"
106,1999,"ARMEY, Richard Keith",0.635,"Republican"
106,1999,"SMITH, Lamar Seeligson",0.425,"Republican"
106,1999,"JOHNSON, Sam",0.61,"Republican"
106,1999,"EDWARDS, Thomas Chester (Chet)",-0.226,"Democrat"
106,1999,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
106,1999,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
106,1999,"JACKSON LEE, Sheila",-0.459,"Democrat"
106,1999,"BENTSEN, Kenneth E., Jr.",-0.292,"Democrat"
106,1999,"SANDLIN, Max A.",-0.25,"Democrat"
106,1999,"TURNER, Jim",-0.185,"Democrat"
106,1999,"SESSIONS, Pete",0.585,"Republican"
106,1999,"BRADY, Kevin Patrick",0.524,"Republican"
106,1999,"LAMPSON, Nicholas V.",-0.179,"Democrat"
106,1999,"GRANGER, Kay",0.397,"Republican"
106,1999,"HINOJOSA, Rubén",-0.34,"Democrat"
106,1999,"REYES, Silvestre",-0.321,"Democrat"
106,1999,"RODRIGUEZ, Ciro D.",-0.349,"Democrat"
106,1999,"GONZALEZ, Charles A.",-0.347,"Democrat"
106,1999,"BONILLA, Henry",0.4,"Republican"
106,1999,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
106,1999,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
107,2001,"PAUL, Ronald Ernest",0.863,"Republican"
107,2001,"FROST, Jonas Martin",-0.316,"Democrat"
107,2001,"STENHOLM, Charles Walter",0.019,"Democrat"
107,2001,"HALL, Ralph Moody",0.096,"Democrat"
107,2001,"ORTIZ, Solomon P.",-0.272,"Democrat"
107,2001,"BARTON, Joe Linus",0.528,"Republican"
107,2001,"COMBEST, Larry Ed",0.458,"Republican"
107,2001,"DeLAY, Thomas Dale",0.593,"Republican"
107,2001,"ARMEY, Richard Keith",0.635,"Republican"
107,2001,"SMITH, Lamar Seeligson",0.425,"Republican"
107,2001,"CULBERSON, John",0.503,"Republican"
107,2001,"JOHNSON, Sam",0.61,"Republican"
107,2001,"EDWARDS, Thomas Chester (Chet)",-0.226,"Democrat"
107,2001,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
107,2001,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
107,2001,"JACKSON LEE, Sheila",-0.459,"Democrat"
107,2001,"BENTSEN, Kenneth E., Jr.",-0.292,"Democrat"
107,2001,"SANDLIN, Max A.",-0.25,"Democrat"
107,2001,"TURNER, Jim",-0.185,"Democrat"
107,2001,"SESSIONS, Pete",0.585,"Republican"
107,2001,"BRADY, Kevin Patrick",0.524,"Republican"
107,2001,"LAMPSON, Nicholas V.",-0.179,"Democrat"
107,2001,"GRANGER, Kay",0.397,"Republican"
107,2001,"HINOJOSA, Rubén",-0.34,"Democrat"
107,2001,"REYES, Silvestre",-0.321,"Democrat"
107,2001,"RODRIGUEZ, Ciro D.",-0.349,"Democrat"
107,2001,"GONZALEZ, Charles A.",-0.347,"Democrat"
107,2001,"BONILLA, Henry",0.4,"Republican"
107,2001,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
107,2001,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
108,2003,"PAUL, Ronald Ernest",0.863,"Republican"
108,2003,"FROST, Jonas Martin",-0.316,"Democrat"
108,2003,"STENHOLM, Charles Walter",0.019,"Democrat"
108,2003,"HALL, Ralph Moody",0.096,"Democrat"
108,2003,"ORTIZ, Solomon P.",-0.272,"Democrat"
108,2003,"BARTON, Joe Linus",0.528,"Republican"
108,2003,"COMBEST, Larry Ed",0.458,"Republican"
108,2003,"DeLAY, Thomas Dale",0.593,"Republican"
108,2003,"SMITH, Lamar Seeligson",0.425,"Republican"
108,2003,"CULBERSON, John",0.503,"Republican"
108,2003,"HENSARLING, Jeb",0.703,"Republican"
108,2003,"NEUGEBAUER, Randy",0.628,"Republican"
108,2003,"BELL, Chris",-0.342,"Democrat"
108,2003,"BURGESS, Michael C.",0.577,"Republican"
108,2003,"CARTER, John R.",0.473,"Republican"
108,2003,"JOHNSON, Sam",0.61,"Republican"
108,2003,"EDWARDS, Thomas Chester (Chet)",-0.226,"Democrat"
108,2003,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
108,2003,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
108,2003,"JACKSON LEE, Sheila",-0.459,"Democrat"
108,2003,"SANDLIN, Max A.",-0.25,"Democrat"
108,2003,"TURNER, Jim",-0.185,"Democrat"
108,2003,"SESSIONS, Pete",0.585,"Republican"
108,2003,"BRADY, Kevin Patrick",0.524,"Republican"
108,2003,"LAMPSON, Nicholas V.",-0.179,"Democrat"
108,2003,"GRANGER, Kay",0.397,"Republican"
108,2003,"HINOJOSA, Rubén",-0.34,"Democrat"
108,2003,"REYES, Silvestre",-0.321,"Democrat"
108,2003,"RODRIGUEZ, Ciro D.",-0.349,"Democrat"
108,2003,"GONZALEZ, Charles A.",-0.347,"Democrat"
108,2003,"BONILLA, Henry",0.4,"Republican"
108,2003,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
108,2003,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
108,2003,"HALL, Ralph Moody",0.424,"Republican"
109,2005,"PAUL, Ronald Ernest",0.863,"Republican"
109,2005,"ORTIZ, Solomon P.",-0.272,"Democrat"
109,2005,"BARTON, Joe Linus",0.528,"Republican"
109,2005,"DeLAY, Thomas Dale",0.593,"Republican"
109,2005,"SMITH, Lamar Seeligson",0.425,"Republican"
109,2005,"CULBERSON, John",0.503,"Republican"
109,2005,"HENSARLING, Jeb",0.703,"Republican"
109,2005,"NEUGEBAUER, Randy",0.628,"Republican"
109,2005,"BURGESS, Michael C.",0.577,"Republican"
109,2005,"CARTER, John R.",0.473,"Republican"
109,2005,"GOHMERT, Louie",0.623,"Republican"
109,2005,"POE, Ted",0.594,"Republican"
109,2005,"GREEN, Al",-0.438,"Democrat"
109,2005,"McCAUL, Michael T.",0.438,"Republican"
109,2005,"CONAWAY, K. Michael",0.591,"Republican"
109,2005,"MARCHANT, Kenny",0.601,"Republican"
109,2005,"CUELLAR, Henry",-0.227,"Democrat"
109,2005,"SEKULA GIBBS, Shelley",NA,"Republican"
109,2005,"JOHNSON, Sam",0.61,"Republican"
109,2005,"EDWARDS, Thomas Chester (Chet)",-0.226,"Democrat"
109,2005,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
109,2005,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
109,2005,"JACKSON LEE, Sheila",-0.459,"Democrat"
109,2005,"SESSIONS, Pete",0.585,"Republican"
109,2005,"BRADY, Kevin Patrick",0.524,"Republican"
109,2005,"GRANGER, Kay",0.397,"Republican"
109,2005,"HINOJOSA, Rubén",-0.34,"Democrat"
109,2005,"REYES, Silvestre",-0.321,"Democrat"
109,2005,"GONZALEZ, Charles A.",-0.347,"Democrat"
109,2005,"BONILLA, Henry",0.4,"Republican"
109,2005,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
109,2005,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
109,2005,"HALL, Ralph Moody",0.424,"Republican"
110,2007,"PAUL, Ronald Ernest",0.863,"Republican"
110,2007,"ORTIZ, Solomon P.",-0.272,"Democrat"
110,2007,"BARTON, Joe Linus",0.528,"Republican"
110,2007,"SMITH, Lamar Seeligson",0.425,"Republican"
110,2007,"CULBERSON, John",0.503,"Republican"
110,2007,"HENSARLING, Jeb",0.703,"Republican"
110,2007,"NEUGEBAUER, Randy",0.628,"Republican"
110,2007,"BURGESS, Michael C.",0.577,"Republican"
110,2007,"CARTER, John R.",0.473,"Republican"
110,2007,"GOHMERT, Louie",0.623,"Republican"
110,2007,"POE, Ted",0.594,"Republican"
110,2007,"GREEN, Al",-0.438,"Democrat"
110,2007,"McCAUL, Michael T.",0.438,"Republican"
110,2007,"CONAWAY, K. Michael",0.591,"Republican"
110,2007,"MARCHANT, Kenny",0.601,"Republican"
110,2007,"CUELLAR, Henry",-0.227,"Democrat"
110,2007,"JOHNSON, Sam",0.61,"Republican"
110,2007,"EDWARDS, Thomas Chester (Chet)",-0.226,"Democrat"
110,2007,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
110,2007,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
110,2007,"JACKSON LEE, Sheila",-0.459,"Democrat"
110,2007,"SESSIONS, Pete",0.585,"Republican"
110,2007,"BRADY, Kevin Patrick",0.524,"Republican"
110,2007,"LAMPSON, Nicholas V.",-0.179,"Democrat"
110,2007,"GRANGER, Kay",0.397,"Republican"
110,2007,"HINOJOSA, Rubén",-0.34,"Democrat"
110,2007,"REYES, Silvestre",-0.321,"Democrat"
110,2007,"RODRIGUEZ, Ciro D.",-0.349,"Democrat"
110,2007,"GONZALEZ, Charles A.",-0.347,"Democrat"
110,2007,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
110,2007,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
110,2007,"HALL, Ralph Moody",0.424,"Republican"
111,2009,"PAUL, Ronald Ernest",0.863,"Republican"
111,2009,"ORTIZ, Solomon P.",-0.272,"Democrat"
111,2009,"BARTON, Joe Linus",0.528,"Republican"
111,2009,"SMITH, Lamar Seeligson",0.425,"Republican"
111,2009,"CULBERSON, John",0.503,"Republican"
111,2009,"HENSARLING, Jeb",0.703,"Republican"
111,2009,"NEUGEBAUER, Randy",0.628,"Republican"
111,2009,"BURGESS, Michael C.",0.577,"Republican"
111,2009,"CARTER, John R.",0.473,"Republican"
111,2009,"GOHMERT, Louie",0.623,"Republican"
111,2009,"POE, Ted",0.594,"Republican"
111,2009,"GREEN, Al",-0.438,"Democrat"
111,2009,"McCAUL, Michael T.",0.438,"Republican"
111,2009,"CONAWAY, K. Michael",0.591,"Republican"
111,2009,"MARCHANT, Kenny",0.601,"Republican"
111,2009,"CUELLAR, Henry",-0.227,"Democrat"
111,2009,"OLSON, Pete",0.549,"Republican"
111,2009,"JOHNSON, Sam",0.61,"Republican"
111,2009,"EDWARDS, Thomas Chester (Chet)",-0.226,"Democrat"
111,2009,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
111,2009,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
111,2009,"JACKSON LEE, Sheila",-0.459,"Democrat"
111,2009,"SESSIONS, Pete",0.585,"Republican"
111,2009,"BRADY, Kevin Patrick",0.524,"Republican"
111,2009,"GRANGER, Kay",0.397,"Republican"
111,2009,"HINOJOSA, Rubén",-0.34,"Democrat"
111,2009,"REYES, Silvestre",-0.321,"Democrat"
111,2009,"RODRIGUEZ, Ciro D.",-0.349,"Democrat"
111,2009,"GONZALEZ, Charles A.",-0.347,"Democrat"
111,2009,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
111,2009,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
111,2009,"HALL, Ralph Moody",0.424,"Republican"
112,2011,"PAUL, Ronald Ernest",0.863,"Republican"
112,2011,"BARTON, Joe Linus",0.528,"Republican"
112,2011,"SMITH, Lamar Seeligson",0.425,"Republican"
112,2011,"CULBERSON, John",0.503,"Republican"
112,2011,"HENSARLING, Jeb",0.703,"Republican"
112,2011,"NEUGEBAUER, Randy",0.628,"Republican"
112,2011,"BURGESS, Michael C.",0.577,"Republican"
112,2011,"CARTER, John R.",0.473,"Republican"
112,2011,"GOHMERT, Louie",0.623,"Republican"
112,2011,"POE, Ted",0.594,"Republican"
112,2011,"GREEN, Al",-0.438,"Democrat"
112,2011,"McCAUL, Michael T.",0.438,"Republican"
112,2011,"CONAWAY, K. Michael",0.591,"Republican"
112,2011,"MARCHANT, Kenny",0.601,"Republican"
112,2011,"CUELLAR, Henry",-0.227,"Democrat"
112,2011,"OLSON, Pete",0.549,"Republican"
112,2011,"FLORES, Bill",0.573,"Republican"
112,2011,"CANSECO, Francisco (Quico)",0.571,"Republican"
112,2011,"FARENTHOLD, Blake",0.548,"Republican"
112,2011,"JOHNSON, Sam",0.61,"Republican"
112,2011,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
112,2011,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
112,2011,"JACKSON LEE, Sheila",-0.459,"Democrat"
112,2011,"SESSIONS, Pete",0.585,"Republican"
112,2011,"BRADY, Kevin Patrick",0.524,"Republican"
112,2011,"GRANGER, Kay",0.397,"Republican"
112,2011,"HINOJOSA, Rubén",-0.34,"Democrat"
112,2011,"REYES, Silvestre",-0.321,"Democrat"
112,2011,"GONZALEZ, Charles A.",-0.347,"Democrat"
112,2011,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
112,2011,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
112,2011,"HALL, Ralph Moody",0.424,"Republican"
113,2013,"BARTON, Joe Linus",0.528,"Republican"
113,2013,"SMITH, Lamar Seeligson",0.425,"Republican"
113,2013,"CULBERSON, John",0.503,"Republican"
113,2013,"HENSARLING, Jeb",0.703,"Republican"
113,2013,"NEUGEBAUER, Randy",0.628,"Republican"
113,2013,"BURGESS, Michael C.",0.577,"Republican"
113,2013,"CARTER, John R.",0.473,"Republican"
113,2013,"GOHMERT, Louie",0.623,"Republican"
113,2013,"POE, Ted",0.594,"Republican"
113,2013,"GREEN, Al",-0.438,"Democrat"
113,2013,"McCAUL, Michael T.",0.438,"Republican"
113,2013,"CONAWAY, K. Michael",0.591,"Republican"
113,2013,"MARCHANT, Kenny",0.601,"Republican"
113,2013,"CUELLAR, Henry",-0.227,"Democrat"
113,2013,"OLSON, Pete",0.549,"Republican"
113,2013,"FLORES, Bill",0.573,"Republican"
113,2013,"FARENTHOLD, Blake",0.548,"Republican"
113,2013,"WEBER, Randy",0.706,"Republican"
113,2013,"O'ROURKE, Beto",-0.304,"Democrat"
113,2013,"CASTRO, Joaquin",-0.398,"Democrat"
113,2013,"GALLEGO, Pete P.",-0.216,"Democrat"
113,2013,"WILLIAMS, Roger",0.588,"Republican"
113,2013,"VEASEY, Marc",-0.402,"Democrat"
113,2013,"VELA, Filemon",-0.312,"Democrat"
113,2013,"JOHNSON, Sam",0.61,"Republican"
113,2013,"STOCKMAN, Steve",0.899,"Republican"
113,2013,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
113,2013,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
113,2013,"JACKSON LEE, Sheila",-0.459,"Democrat"
113,2013,"SESSIONS, Pete",0.585,"Republican"
113,2013,"BRADY, Kevin Patrick",0.524,"Republican"
113,2013,"GRANGER, Kay",0.397,"Republican"
113,2013,"HINOJOSA, Rubén",-0.34,"Democrat"
113,2013,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
113,2013,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
113,2013,"HALL, Ralph Moody",0.424,"Republican"
114,2015,"BARTON, Joe Linus",0.528,"Republican"
114,2015,"SMITH, Lamar Seeligson",0.425,"Republican"
114,2015,"CULBERSON, John",0.503,"Republican"
114,2015,"HENSARLING, Jeb",0.703,"Republican"
114,2015,"NEUGEBAUER, Randy",0.628,"Republican"
114,2015,"BURGESS, Michael C.",0.577,"Republican"
114,2015,"CARTER, John R.",0.473,"Republican"
114,2015,"GOHMERT, Louie",0.623,"Republican"
114,2015,"POE, Ted",0.594,"Republican"
114,2015,"GREEN, Al",-0.438,"Democrat"
114,2015,"McCAUL, Michael T.",0.438,"Republican"
114,2015,"CONAWAY, K. Michael",0.591,"Republican"
114,2015,"MARCHANT, Kenny",0.601,"Republican"
114,2015,"CUELLAR, Henry",-0.227,"Democrat"
114,2015,"OLSON, Pete",0.549,"Republican"
114,2015,"FLORES, Bill",0.573,"Republican"
114,2015,"FARENTHOLD, Blake",0.548,"Republican"
114,2015,"WEBER, Randy",0.706,"Republican"
114,2015,"O'ROURKE, Beto",-0.304,"Democrat"
114,2015,"CASTRO, Joaquin",-0.398,"Democrat"
114,2015,"WILLIAMS, Roger",0.588,"Republican"
114,2015,"VEASEY, Marc",-0.402,"Democrat"
114,2015,"VELA, Filemon",-0.312,"Democrat"
114,2015,"RATCLIFFE, John",0.695,"Republican"
114,2015,"HURD, William Ballard",0.294,"Republican"
114,2015,"BABIN, Brian",0.691,"Republican"
114,2015,"JOHNSON, Sam",0.61,"Republican"
114,2015,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
114,2015,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
114,2015,"JACKSON LEE, Sheila",-0.459,"Democrat"
114,2015,"SESSIONS, Pete",0.585,"Republican"
114,2015,"BRADY, Kevin Patrick",0.524,"Republican"
114,2015,"GRANGER, Kay",0.397,"Republican"
114,2015,"HINOJOSA, Rubén",-0.34,"Democrat"
114,2015,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
114,2015,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
115,2017,"BARTON, Joe Linus",0.528,"Republican"
115,2017,"SMITH, Lamar Seeligson",0.425,"Republican"
115,2017,"CULBERSON, John",0.503,"Republican"
115,2017,"HENSARLING, Jeb",0.703,"Republican"
115,2017,"BURGESS, Michael C.",0.577,"Republican"
115,2017,"CARTER, John R.",0.473,"Republican"
115,2017,"GOHMERT, Louie",0.623,"Republican"
115,2017,"POE, Ted",0.594,"Republican"
115,2017,"GREEN, Al",-0.438,"Democrat"
115,2017,"McCAUL, Michael T.",0.438,"Republican"
115,2017,"CONAWAY, K. Michael",0.591,"Republican"
115,2017,"MARCHANT, Kenny",0.601,"Republican"
115,2017,"CUELLAR, Henry",-0.227,"Democrat"
115,2017,"OLSON, Pete",0.549,"Republican"
115,2017,"FLORES, Bill",0.573,"Republican"
115,2017,"FARENTHOLD, Blake",0.548,"Republican"
115,2017,"WEBER, Randy",0.706,"Republican"
115,2017,"O'ROURKE, Beto",-0.304,"Democrat"
115,2017,"CASTRO, Joaquin",-0.398,"Democrat"
115,2017,"WILLIAMS, Roger",0.588,"Republican"
115,2017,"VEASEY, Marc",-0.402,"Democrat"
115,2017,"VELA, Filemon",-0.312,"Democrat"
115,2017,"RATCLIFFE, John",0.695,"Republican"
115,2017,"HURD, William Ballard",0.294,"Republican"
115,2017,"BABIN, Brian",0.691,"Republican"
115,2017,"ARRINGTON, Jodey Cook",0.622,"Republican"
115,2017,"GONZALEZ, Vicente Jr.",-0.377,"Democrat"
115,2017,"CLOUD, Michael",0.639,"Republican"
115,2017,"JOHNSON, Sam",0.61,"Republican"
115,2017,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
115,2017,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
115,2017,"JACKSON LEE, Sheila",-0.459,"Democrat"
115,2017,"SESSIONS, Pete",0.585,"Republican"
115,2017,"BRADY, Kevin Patrick",0.524,"Republican"
115,2017,"GRANGER, Kay",0.397,"Republican"
115,2017,"GREEN, Raymond Eugene (Gene)",-0.324,"Democrat"
115,2017,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
116,2019,"BURGESS, Michael C.",0.577,"Republican"
116,2019,"CARTER, John R.",0.473,"Republican"
116,2019,"GOHMERT, Louie",0.623,"Republican"
116,2019,"GREEN, Al",-0.438,"Democrat"
116,2019,"McCAUL, Michael T.",0.438,"Republican"
116,2019,"CONAWAY, K. Michael",0.591,"Republican"
116,2019,"MARCHANT, Kenny",0.601,"Republican"
116,2019,"CUELLAR, Henry",-0.227,"Democrat"
116,2019,"OLSON, Pete",0.549,"Republican"
116,2019,"FLORES, Bill",0.573,"Republican"
116,2019,"WEBER, Randy",0.706,"Republican"
116,2019,"CASTRO, Joaquin",-0.398,"Democrat"
116,2019,"WILLIAMS, Roger",0.588,"Republican"
116,2019,"VEASEY, Marc",-0.402,"Democrat"
116,2019,"VELA, Filemon",-0.312,"Democrat"
116,2019,"RATCLIFFE, John",0.695,"Republican"
116,2019,"HURD, William Ballard",0.294,"Republican"
116,2019,"BABIN, Brian",0.691,"Republican"
116,2019,"ARRINGTON, Jodey Cook",0.622,"Republican"
116,2019,"GONZALEZ, Vicente Jr.",-0.377,"Democrat"
116,2019,"CLOUD, Michael",0.639,"Republican"
116,2019,"ALLRED, Colin",-0.449,"Democrat"
116,2019,"CRENSHAW, Daniel",0.389,"Republican"
116,2019,"ESCOBAR, Veronica",-0.452,"Democrat"
116,2019,"FLETCHER, Elizabeth",-0.425,"Democrat"
116,2019,"GARCIA, Sylvia",-0.764,"Democrat"
116,2019,"GOODEN, Lance",0.723,"Republican"
116,2019,"ROY, Charles",0.8,"Republican"
116,2019,"TAYLOR, Nicholas",0.549,"Republican"
116,2019,"WRIGHT, Ron",0.736,"Republican"
116,2019,"DOGGETT, Lloyd Alton, II",-0.402,"Democrat"
116,2019,"THORNBERRY, William McClellan (Mac)",0.524,"Republican"
116,2019,"JACKSON LEE, Sheila",-0.459,"Democrat"
116,2019,"BRADY, Kevin Patrick",0.524,"Republican"
116,2019,"GRANGER, Kay",0.397,"Republican"
116,2019,"JOHNSON, Eddie Bernice",-0.485,"Democrat"
